reactants	products	reaction_type	set
Cc1noc2c1-c1ccc(Cl)cc1C(=O)N(C(=O)OC(C)(C)C)[C@H]2CC(=O)OC(C)(C)C.Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1	Cc1noc2c1-c1ccc(-c3cnn(C)c3)cc1C(=O)N(C(=O)OC(C)(C)C)[C@H]2CC(=O)OC(C)(C)C	<RX_3>	train
CC(C)(C)OC(=O)N1CCCN(c2ccc(S(=O)(=O)Nc3ccccc3)cc2NS(C)(=O)=O)CC1	CS(=O)(=O)Nc1cc(S(=O)(=O)Nc2ccccc2)ccc1N1CCCNCC1	<RX_6>	train
CN(C)CCN.O=C(Cl)c1ccc(Cl)c([N+](=O)[O-])c1	CN(C)CCNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1	<RX_2>	train
Cc1ncc(CN(C(=O)OC(C)(C)C)c2ccc(C#N)cc2)c(C=O)c1OCc1cccc(C#N)c1.[Mg+]C1CC1	Cc1ncc(CN(C(=O)OC(C)(C)C)c2ccc(C#N)cc2)c(C(O)C2CC2)c1OCc1cccc(C#N)c1	<RX_3>	train
COc1cc(-c2cnc3c(c2)CC(=O)N3)cc(OC)c1OC.N#Cc1ccc(C=O)cc1	COc1cc(-c2cnc3c(c2)C(=Cc2ccc(C#N)cc2)C(=O)N3)cc(OC)c1OC	<RX_3>	train
CNCCNC.Cc1cc(Cl)c2ccccc2n1	CNCCN(C)c1cc(C)nc2ccccc12	<RX_1>	train
CC(=O)Cl.CC(C)(C)OC(=O)NC1CCNC1	CC(=O)N1CCC(NC(=O)OC(C)(C)C)C1	<RX_2>	train
CCc1noc(-c2sc(N)nc2-c2ccccc2)n1.O=C(Cl)Cc1ccccc1	CCc1noc(-c2sc(NC(=O)Cc3ccccc3)nc2-c2ccccc2)n1	<RX_2>	train
C#CCSc1ccc(N(C)C(=O)NC(=O)c2c(F)cccc2F)c(F)c1.O=C(OO)c1cccc(Cl)c1	C#CCS(=O)c1ccc(N(C)C(=O)NC(=O)c2c(F)cccc2F)c(F)c1	<RX_8>	train
CCOC(=O)/C(=N\OC(c1ccccc1)(c1ccccc1)c1ccccc1)c1nc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)sc1C	Cc1sc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)nc1/C(=N/OC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O	<RX_6>	train
Brc1ccc(Br)c2ccccc12.CN(C)C=O	O=Cc1ccc(Br)c2ccccc12	<RX_3>	train
C[C@H](N)c1cccc(N)c1.Fc1cnc(Cl)nc1-c1cnc2c(Cl)cccn12	C[C@H](Nc1ncc(F)c(-c2cnc3c(Cl)cccn23)n1)c1cccc(N)c1	<RX_1>	train
O=C(OO)c1ccc([N+](=O)[O-])cc1	O=C(O)c1ccc([N+](=O)[O-])cc1	<RX_8>	train
Cc1cccc(Br)c1.c1nc2c(c(Nc3ccc4c(c3)OCCO4)n1)CCNC2	Cc1cccc(N2CCc3c(ncnc3Nc3ccc4c(c3)OCCO4)C2)c1	<RX_1>	train
CN1C(=O)C(c2cccc(OCc3ccccc3)c2)(c2cnn(CC(F)(F)F)c2)N=C1N	CN1C(=O)C(c2cccc(O)c2)(c2cnn(CC(F)(F)F)c2)N=C1N	<RX_6>	train
CCOC(=O)CBr.O=C(OCC1(O)CCCc2c(O)cccc2C1O)N(c1ccccc1)c1ccccc1	CCOC(=O)COc1cccc2c1CCCC(O)(COC(=O)N(c1ccccc1)c1ccccc1)C2O	<RX_1>	train
COc1cc(C=O)nn1-c1ccc(C(F)(F)F)cc1.C[C@@H](N)c1ccccc1	COc1cc(CN[C@H](C)c2ccccc2)nn1-c1ccc(C(F)(F)F)cc1	<RX_1>	train
COC(=O)[C@H](CNC(=O)OC(C)(C)C)NC(=O)c1sc(C(=O)NCc2cccc(O)c2)cc1Cl	O=C(O)C(F)(F)F	<RX_6>	train
CCOC(=O)c1cc(Cl)c2c(c1C)C(=O)CCS2	CCOC(=O)c1cc(Cl)c2c(c1C)C(O)CCS2	<RX_7>	train
CCOC(=O)Cn1nnc(-c2cc(O)no2)n1.OCC1(COc2cc(F)ccc2Br)CC1	CCOC(=O)Cn1nnc(-c2cc(OCC3(COc4cc(F)ccc4Br)CC3)no2)n1	<RX_1>	train
O=CN(CCl)c1ccccc1.O=c1ncc(Cl)c[nH]1	O=CN(Cn1cc(Cl)cnc1=O)c1ccccc1	<RX_1>	train
COc1ccc2nccc(N3CCN(CCN)CC3)c2c1.O=Cc1ccc2c(n1)NC(=O)CO2	COc1ccc2nccc(N3CCN(CCNCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1	<RX_1>	train
CC1NCCc2cc(F)c(F)cc21.O=C(O)c1cc2ncc(Cl)cn2n1	CC1c2cc(F)c(F)cc2CCN1C(=O)c1cc2ncc(Cl)cn2n1	<RX_2>	train
CN1CCC(C(=O)c2cccc(N)c2)CC1.O=C(Cl)c1ccc(I)cc1	CN1CCC(C(=O)c2cccc(NC(=O)c3ccc(I)cc3)c2)CC1	<RX_2>	train
Cc1cc2c(N)c(F)cc(Cl)c2o1.S=C(Cl)Cl	Cc1cc2c(N=C=S)c(F)cc(Cl)c2o1	<RX_9>	train
COC(=O)c1cc(COCC(CO)(Cc2ccccc2)NC(=O)OC(C)(C)C)cc(-c2ccccc2C#N)c1	CC(C)(C)OC(=O)NC(CO)(COCc1cc(C(=O)O)cc(-c2ccccc2C#N)c1)Cc1ccccc1	<RX_6>	train
CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)cc2nc(-c3ccn4nnc(C)c4c3)sc2c1-c1ccc(Cl)cc1	Cc1cc2nc(-c3ccn4nnc(C)c4c3)sc2c(-c2ccc(Cl)cc2)c1[C@H](OC(C)(C)C)C(=O)O	<RX_6>	train
Cc1c(Cl)nnc(N2CCN[C@H](C)C2)c1C.OB(O)c1ccc(F)cc1	Cc1c(-c2ccc(F)cc2)nnc(N2CCN[C@H](C)C2)c1C	<RX_3>	train
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@@H]1CCc2cc(Br)ccc2C1	CC(C)(C)OC(=O)N[C@@H]1CCc2cc(Br)ccc2C1	<RX_5>	train
CCOC(=O)C1=C(CBr)NC(c2cnccn2)=NC1c1ccc(F)cc1Cl.O=C(O)C1COCCN1	CCOC(=O)C1=C(CN2CCOCC2C(=O)O)NC(c2cnccn2)=NC1c1ccc(F)cc1Cl	<RX_1>	train
CCOC(=O)COc1ccc(Sc2cc(C#Cc3ccc(S(C)(=O)=O)cc3)cc(Oc3cccc(C(F)(F)F)c3)c2)cc1C	Cc1cc(Sc2cc(C#Cc3ccc(S(C)(=O)=O)cc3)cc(Oc3cccc(C(F)(F)F)c3)c2)ccc1OCC(=O)O	<RX_6>	train
C1CCNC1.CN(C)c1ccc(-c2cc(=O)c3c(NCCCCCCBr)c(F)cc(F)c3o2)cc1F	CN(C)c1ccc(-c2cc(=O)c3c(NCCCCCCN4CCCC4)c(F)cc(F)c3o2)cc1F	<RX_1>	train
Cc1cc(N)no1.O=C(Cl)CBr	Cc1cc(NC(=O)CBr)no1	<RX_2>	train
COC(=O)CCOc1cc(C)c(Br)c(C)c1	Cc1cc(OCCC(=O)O)cc(C)c1Br	<RX_6>	train
CC(C)=CCCCCCO	CC(C)CCCCCCO	<RX_7>	train
COc1cccc(Cl)c1-c1ccccc1Cl.COc1cccc(F)c1B(O)O	COc1cccc(F)c1-c1ccccc1Cl	<RX_3>	train
COC(=O)c1ccc(-n2cnc(-c3c(-c4ccccc4)noc3C(F)(F)F)c2)nc1.NCC(F)(F)F	O=C(NCC(F)(F)F)c1ccc(-n2cnc(-c3c(-c4ccccc4)noc3C(F)(F)F)c2)nc1	<RX_2>	train
CC1(C)OB(c2ccc(N)nc2)OC1(C)C.Clc1nc(N2CCOCC2)c2nc(I)sc2n1	Nc1ccc(-c2nc3c(N4CCOCC4)nc(Cl)nc3s2)cn1	<RX_3>	train
CCBr.Cc1ccc(N(c2ccc(C)cc2)c2ccc(C(=O)O)cc2)cc1	CCOC(=O)c1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1	<RX_1>	train
Nc1cc(-n2cccn2)ccc1[N+](=O)[O-]	Nc1ccc(-n2cccn2)cc1N	<RX_7>	train
Cc1nc(-n2ccc(OCc3ccccc3)cc2=O)sc1C(=O)O.NCc1ccc(C(F)(F)F)nc1	Cc1nc(-n2ccc(OCc3ccccc3)cc2=O)sc1C(=O)NCc1ccc(C(F)(F)F)nc1	<RX_2>	train
CC(C)S.O=Cc1ccccc1F	CC(C)Sc1ccccc1C=O	<RX_1>	train
CC(C)Cc1ccc(-c2nc(-c3ccc([C@@H](C)NC(=O)OC(C)(C)C)cc3)no2)cc1	CC(C)Cc1ccc(-c2nc(-c3ccc([C@@H](C)N)cc3)no2)cc1	<RX_6>	train
CC(C)(C)OC(=O)Cc1ccc(Oc2ccc(C(=O)Nc3ccc(Cl)c(Cl)c3)cc2)c(CNS(C)(=O)=O)c1	CS(=O)(=O)NCc1cc(CC(=O)O)ccc1Oc1ccc(C(=O)Nc2ccc(Cl)c(Cl)c2)cc1	<RX_6>	train
CC(C)(C)OC(=O)N1CC[C@H](SC(=O)c2ccccc2)C1	O=C(O)C(F)(F)F	<RX_6>	test
CCOC(=O)CCCCCCBr.Cc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1	CCOC(=O)CCCCCCn1c(C)nc(-c2ccccc2)c1-c1ccccc1	<RX_1>	train
N#Cc1cc(-c2cccnc2)c(C2CC2)nc1N1CCN[C@H](C2CC2)C1.O=C(O)CC(F)(F)F	N#Cc1cc(-c2cccnc2)c(C2CC2)nc1N1CCN(C(=O)CC(F)(F)F)[C@H](C2CC2)C1	<RX_2>	train
Cc1ccccc1NCCC(=O)O.O=C(Cl)Cl	Cc1ccccc1N(CCC(=O)O)C(=O)Cl	<RX_2>	train
CC(C)(C)OC(=O)N1CCC(N)(c2ccccc2)CC1.COc1ncc2cc(C(=O)Nc3cc(C(=O)O)ccc3Cl)c(=O)[nH]c2n1	COc1ncc2cc(C(=O)Nc3cc(C(=O)NC4(c5ccccc5)CCN(C(=O)OC(C)(C)C)CC4)ccc3Cl)c(=O)[nH]c2n1	<RX_2>	train
COC(=O)C(C)(CO)C(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1	CC(CO)(C(=O)O)C(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1	<RX_6>	train
Nc1ccc2[nH]c(=O)c3[nH]ccc3c2c1.O=C(Cl)c1ccccc1	O=C(Nc1ccc2[nH]c(=O)c3[nH]ccc3c2c1)c1ccccc1	<RX_2>	train
COC(=O)C(=O)c1ccc(O)cc1.OC1CCOC1	COC(=O)C(=O)c1ccc(OC2CCOC2)cc1	<RX_1>	train
COC(=O)CN.COc1ccc([N+](=O)[O-])c(Cl)n1	COC(=O)CNc1nc(OC)ccc1[N+](=O)[O-]	<RX_1>	train
O=[N+]([O-])c1ccc2c(c1)C(F)(F)C(F)(F)O2	Nc1ccc2c(c1)C(F)(F)C(F)(F)O2	<RX_7>	train
BrCC1CC1.O=C1NCCC1c1ccccc1	O=C1C(c2ccccc2)CCN1CC1CC1	<RX_1>	train
Nc1cc(-c2cnco2)cc(-c2cnco2)c1.O=C(Cl)Oc1ccccc1	O=C(Nc1cc(-c2cnco2)cc(-c2cnco2)c1)Oc1ccccc1	<RX_2>	valid
CN1CCNCC1.Cc1ccc2c(ccn2Cc2ccc(-c3ccccc3Br)cc2)c1	Cc1ccc2c(ccn2Cc2ccc(-c3ccccc3N3CCN(C)CC3)cc2)c1	<RX_1>	train
O=C(Cl)c1ccco1.O=C(Nc1noc2ccccc12)N1CCNCC1	O=C(Nc1noc2ccccc12)N1CCN(C(=O)c2ccco2)CC1	<RX_2>	train
Nc1ccccc1S(N)(=O)=O.O=C(O)c1cccc(OCc2ccc([N+](=O)[O-])cc2)c1	NS(=O)(=O)c1ccccc1NC(=O)c1cccc(OCc2ccc([N+](=O)[O-])cc2)c1	<RX_2>	train
COc1cc(Br)c2c(c1)CNC2=O	O=C1NCc2cc(O)cc(Br)c21	<RX_6>	valid
Clc1ccc(CBr)c(OCc2ccccc2)c1.O=C(Nc1cc[nH]n1)c1c(F)cccc1F	O=C(Nc1ccn(Cc2ccc(Cl)cc2OCc2ccccc2)n1)c1c(F)cccc1F	<RX_1>	train
COc1ccc(O)c(F)c1F.O=C(O)c1cc(Br)ccc1Br	COc1ccc(Oc2ccc(Br)cc2C(=O)O)c(F)c1F	<RX_1>	train
Nc1n[nH]c2cccc(Cl)c12.OB(O)c1ccccc1F	Nc1n[nH]c2cccc(-c3ccccc3F)c12	<RX_3>	train
CC(C)(C)[Si](C)(C)Oc1cc(C=O)cc(O[Si](C)(C)C(C)(C)C)c1.CCOC(=O)C(C)(C)N	CCOC(=O)C(C)(C)NCc1cc(O[Si](C)(C)C(C)(C)C)cc(O[Si](C)(C)C(C)(C)C)c1	<RX_1>	train
O=C(O)c1cc(F)c([N+](=O)[O-])cc1F.O=C([O-])[O-]	COc1cc(C(=O)O)c(F)cc1[N+](=O)[O-]	<RX_1>	train
C[C@@H]1CN(C)CCN1c1nc(Cl)nc(NN)c1F.O=CN(C[C@@H](CC1CCCC1)C(=O)O)OCc1ccccc1	C[C@@H]1CN(C)CCN1c1nc(Cl)nc(NNC(=O)[C@H](CC2CCCC2)CN(C=O)OCc2ccccc2)c1F	<RX_2>	train
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)O)c1F.Nc1cnc2[nH]ncc2c1	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ncc3c2)c1F	<RX_2>	test
NCc1ccccc1.O=C(CCl)Nc1ccc(OCc2ccccc2)cc1	O=C(CNCc1ccccc1)Nc1ccc(OCc2ccccc2)cc1	<RX_1>	train
CCC(=O)Cl.Nc1nc2c(s1)CCc1ccccc1-2	CCC(=O)Nc1nc2c(s1)CCc1ccccc1-2	<RX_2>	train
CCOC(=O)CC(c1cccc(F)c1)c1cccc(F)c1	O=C(O)CC(c1cccc(F)c1)c1cccc(F)c1	<RX_6>	train
Brc1ccc(OCc2ccccc2)cc1.C1CNCCN1	c1ccc(COc2ccc(N3CCNCC3)cc2)cc1	<RX_1>	train
N#Cc1cc(F)ccc1F.Oc1ccc(Cl)c(Cl)c1	N#Cc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1	<RX_1>	train
CC(C)(C)OC(=O)N1CCN(CCOS(C)(=O)=O)CC1.CSc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)[nH]c2n1	CSc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(CCN3CCN(C(=O)OC(C)(C)C)CC3)c2n1	<RX_1>	train
CC1=C(C(=O)O)Cc2ccccc21.COC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H](C)N	COC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H](C)NC(=O)C1=C(C)c2ccccc2C1	<RX_2>	train
CCc1nc(C#N)c(N)n1CCCCNS(C)(=O)=O.ICI	CCc1nc(C#N)c(I)n1CCCCNS(C)(=O)=O	<RX_9>	train
CCNc1ccc(N2CCN(Cc3ccccc3)CC2)cc1	CCNc1ccc(N2CCNCC2)cc1	<RX_6>	test
C=C[Mg+].O=C(CCCl)c1ccccc1	C=CC(O)(CCCl)c1ccccc1	<RX_3>	train
C1CCNCC1.CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1	CC(C)(C)OC(=O)N1CCC(C(=O)N2CCCCC2)CC1	<RX_2>	valid
COc1ccccc1.O=C(Cl)c1ccc(F)c(F)c1	COc1ccc(C(=O)c2ccc(F)c(F)c2)cc1	<RX_3>	train
CCOC(=O)C(Sc1ccc(OC)cc1)C(C)C	COc1ccc(SC(C(=O)O)C(C)C)cc1	<RX_6>	train
CO/C=C/C(=O)O.Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(N)cn4n3)ccc2C)n(C)n1	CO/C=C/C(=O)Nc1cn2nc(Oc3ccc(C)c(NC(=O)c4cc(C)nn4C)c3)ccc2n1	<RX_2>	train
CCOC(=O)C1CCN(C(=O)OC)CC1=O.OCCO	CCOC1(C2CCN(C(=O)OC)CC2=O)OCCO1	<RX_5>	train
CCCN(CCC)c1ccc([N+](=O)[O-])cn1	CCCN(CCC)c1ccc(N)cn1	<RX_7>	test
COc1ccc2c(c1)C(C)=NCC2	COc1ccc2c(c1)C(C)NCC2	<RX_7>	train
O=C(NCC(=O)N1CCNCC1)c1ccc(-c2ccccc2)cc1.O=C(O)c1c(F)cccc1C(F)(F)F	O=C(NCC(=O)N1CCN(C(=O)c2c(F)cccc2C(F)(F)F)CC1)c1ccc(-c2ccccc2)cc1	<RX_2>	train
CC1CC(=O)NN=C1c1ccc(O)cc1.COc1ccc(C2=NN(CCCCBr)C(=O)CC2C)c2ccc(C)nc12	COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)CC4C)cc3)C(=O)CC2C)c2ccc(C)nc12	<RX_1>	train
CC(=O)c1cnc2ccc(Br)cc2c1Nc1ccc(N2CCC(N(C)C(=O)OC(C)(C)C)C2)nc1.CC1(C)OB(c2cc(Cl)c(O)c(Cl)c2)OC1(C)C	CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)cc2c1Nc1ccc(N2CCC(N(C)C(=O)OC(C)(C)C)C2)nc1	<RX_3>	train
C=O.CC(=O)c1ccc(-c2ccc(N3C[C@H]4CN[C@H]4C3)cn2)cc1	CC(=O)c1ccc(-c2ccc(N3C[C@H]4CN(C)[C@H]4C3)cn2)cc1	<RX_1>	train
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)NC3CC3)cc2F)nc2c1CN(C(=O)OC(C)(C)C)C2	C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)NC3CC3)cc2F)nc2c1CNC2	<RX_6>	train
C1CCCNCC1.O=C1CCc2cc(F)ccc21	O=C1CCc2cc(N3CCCCCC3)ccc21	<RX_1>	train
CC(C)(C)OC(=O)CCSCc1cccc(C(=O)Nc2ccc(N3CCCCC3)cc2-c2cc(C(O)c3cccc(C(F)(F)F)c3)ccn2)c1	CC(C)(C)OC(=O)CCSCc1cccc(C(=O)Nc2ccc(N3CCCCC3)cc2-c2cc(C(=O)c3cccc(C(F)(F)F)c3)ccn2)c1	<RX_8>	train
COC(=O)CC1CC=C(c2ccc(N3CCc4nc(C)nc(N)c4C3=O)cc2)CC1	COC(=O)CC1CCC(c2ccc(N3CCc4nc(C)nc(N)c4C3=O)cc2)CC1	<RX_7>	train
N[C@H]1CC[C@H](N)CC1.O=[N+]([O-])c1ccc(Cl)nc1	N[C@H]1CC[C@H](Nc2ccc([N+](=O)[O-])cn2)CC1	<RX_1>	test
Nc1ccc2ccc(Cl)nc2n1.O=C(O)C1=CSCS1	O=C(Nc1ccc2ccc(Cl)nc2n1)C1=CSCS1	<RX_2>	train
CC(C)(C)OC(=O)N1CCN(c2cc([N+](=O)[O-])ccc2OC(F)(F)F)CC1	CC(C)(C)OC(=O)N1CCN(c2cc(N)ccc2OC(F)(F)F)CC1	<RX_7>	train
CCI.CCOC(=O)c1cnc(O)c2c(C)n[nH]c12	CCOC(=O)c1cnc(OCC)c2c(C)n[nH]c12	<RX_1>	train
COc1nc(C)cc(C)c1-c1cc(F)c(-c2c(C(N)=O)cnn2C2CCOCC2)cc1F	COc1nc(C)cc(C)c1-c1cc2[nH]c(=O)c3cnn(C4CCOCC4)c3c2cc1F	<RX_1>	train
CCOC(CBr)OCC.Oc1ccc(OCc2ccccc2)cc1	CCOC(COc1ccc(OCc2ccccc2)cc1)OCC	<RX_1>	train
CC(C)I.CCOC(=O)c1nc2ccsc2nc1N	CCOC(=O)c1nc2ccsc2nc1NC(C)C	<RX_1>	train
CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1cc2cc(OS(C)(=O)=O)ccc2o1	CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1cc2cc(OS(C)(=O)=O)ccc2o1	<RX_7>	train
CC(C)N=C=O.CCOCc1nc2c(N)nc3cc(OCCCCCCN)ccc3c2n1CC(C)(C)NC(=O)NC(C)C	CCOCc1nc2c(N)nc3cc(OCCCCCCNC(=O)NC(C)C)ccc3c2n1CC(C)(C)NC(=O)NC(C)C	<RX_2>	train
CS(=O)(=O)c1ccc(I)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1.NCC1CCCO1	CS(=O)(=O)c1ccc(NCC2CCCO2)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1	<RX_1>	valid
CN(Cc1cc(-c2ccc(C=O)cc2)cs1)C(=O)c1ccccc1.O=C1CSC(=O)N1	CN(Cc1cc(-c2ccc(C=C3SC(=O)NC3=O)cc2)cs1)C(=O)c1ccccc1	<RX_3>	train
NCC#Cc1ccccc1.O=C1CCC(c2ccc3[nH]c(=O)oc3c2)CC1	O=c1[nH]c2ccc([C@H]3CC[C@H](NCC#Cc4ccccc4)CC3)cc2o1	<RX_1>	train
CC1CN(C(=O)C2CCN(Cc3ccccc3)CC2)CC(C)N1	CC1CN(C(=O)C2CCNCC2)CC(C)N1	<RX_6>	train
CC(C)OC(=O)Cl.CS(=O)(=O)c1ccc(-c2cnc(NCC3CCNCC3)nc2)cc1	CC(C)OC(=O)N1CCC(CNc2ncc(-c3ccc(S(C)(=O)=O)cc3)cn2)CC1	<RX_2>	valid
CC(C)(C)C(=O)Cl.CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCNC3)cc1	CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)C(C)(C)C)C3)cc1	<RX_2>	train
COc1cc(-c2ccsc2)cc([N+](=O)[O-])c1	COc1cc(N)cc(-c2ccsc2)c1	<RX_7>	train
CCOC(=O)c1ccc(C(F)(F)F)cc1OCC	CCOc1cc(C(F)(F)F)ccc1C(=O)O	<RX_6>	train
CC(C)(C)c1ccc(B(O)O)cc1.Cc1cnc(Cl)nc1	Cc1cnc(-c2ccc(C(C)(C)C)cc2)nc1	<RX_3>	train
C1CCNC1.Cc1ccc(-n2c(=O)n(OCc3ccccc3)c(=O)c3cc(F)c(Cl)nc32)cc1	Cc1ccc(-n2c(=O)n(OCc3ccccc3)c(=O)c3cc(F)c(N4CCCC4)nc32)cc1	<RX_1>	train
CCCCCCC(C)(C)c1ccc(Br)c(O)c1.OB(O)c1ccncc1	CCCCCCC(C)(C)c1ccc(-c2ccncc2)c(O)c1	<RX_3>	train
COC(OC)c1cc(Oc2cccc(NC(=O)OCc3ccccc3)c2)ccc1[N+](=O)[O-]	O=Cc1cc(Oc2cccc(NC(=O)OCc3ccccc3)c2)ccc1[N+](=O)[O-]	<RX_6>	train
CC(C)C1=CC2CC3(C=O)C4CCC(C)C4CC2(COC24OC5C(O)C(OC5(O[SiH](C)C)O2)C4C(C)(C)C)C13C(=O)OC(c1ccccc1)c1ccccc1.CCCCCCCl	CCCCCCOC1C2OC3(O[SiH](C)C)OC(OCC45CC6C(C)CCC6C6(C=O)CC4C=C(C(C)C)C65C(=O)OC(c4ccccc4)c4ccccc4)(OC13)C2C(C)(C)C	<RX_1>	train
Cc1ccc(OCCl)cc1.O=c1ncc(Cl)c[nH]1	Cc1ccc(OCn2cc(Cl)cnc2=O)cc1	<RX_1>	train
CI.O=C1NCCN1c1ccc([N+](=O)[O-])cc1	CN1CCN(c2ccc([N+](=O)[O-])cc2)C1=O	<RX_1>	train
C1CC2(CCN1)OCCO2.CCOC(=O)c1ccc(F)cc1	CCOC(=O)c1ccc(N2CCC3(CC2)OCCO3)cc1	<RX_1>	train
CN(Cc1cn2c(N3CC[C@@H](NC(=O)OC(C)(C)C)C3)cccc2n1)[C@H]1CCCc2cccnc21	CN(Cc1cn2c(N3CC[C@@H](N)C3)cccc2n1)[C@H]1CCCc2cccnc21	<RX_6>	train
Cc1cccc(-c2sc(C)nc2C(=O)N2C[C@H]3C[C@H]3[C@H]2CN)c1.Cc1nc(CC(=O)O)c(C)s1	Cc1cccc(-c2sc(C)nc2C(=O)N2C[C@H]3C[C@H]3[C@H]2CNC(=O)Cc2nc(C)sc2C)c1	<RX_2>	train
CC(=O)c1ccc(C=O)s1.COc1cc(N)ccc1-c1cnco1	COc1cc(NCc2ccc(C(C)=O)s2)ccc1-c1cnco1	<RX_1>	train
O=C1CSC(=S)N1.O=Cc1cc(OCc2ccccc2)ccc1OCc1ccccc1	O=C1NC(=S)SC1=Cc1cc(OCc2ccccc2)ccc1OCc1ccccc1	<RX_3>	train
BrCCCCCCCCBr.c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1	BrCCCCCCCCn1c(-c2ccccc2)nc(-c2ccccc2)c1-c1ccccc1	<RX_1>	train
CCO[C@@H](Cc1c(C)cc(OCc2nc(C(C)(C)C)oc2C)cc1C)C(=O)OC	CCO[C@@H](Cc1c(C)cc(OCc2nc(C(C)(C)C)oc2C)cc1C)C(=O)O	<RX_6>	train
C1COCCN1.Nc1ncnn2c(CCCBr)cc(Br)c12	Nc1ncnn2c(CCCN3CCOCC3)cc(Br)c12	<RX_1>	train
CC1(C)OB(c2ccc(CC#N)cc2)OC1(C)C.Clc1nccc(OCc2ccccc2)n1	N#CCc1ccc(-c2nccc(OCc3ccccc3)n2)cc1	<RX_3>	train
CP(C)(=O)CCl.O=c1[nH]c(=O)n(-c2ccccc2)c2ncn(Cc3ccccc3)c12	CP(C)(=O)Cn1c(=O)c2c(ncn2Cc2ccccc2)n(-c2ccccc2)c1=O	<RX_1>	train
NCCN1CCOCC1.O=C(Cl)c1ccc(C(=O)c2cc([N+](=O)[O-])ccc2Cl)[nH]1	O=C(NCCN1CCOCC1)c1ccc(C(=O)c2cc([N+](=O)[O-])ccc2Cl)[nH]1	<RX_2>	train
CN1CS(=O)c2cc(CCN)ccc21.O=C1c2ccccc2C(=O)N1CCCCBr	CN1CS(=O)c2cc(CCNCCCCN3C(=O)c4ccccc4C3=O)ccc21	<RX_1>	train
CCOC(=O)C1CCN(c2ccc([N+](=O)[O-])c(-n3cccn3)c2)CC1	CCOC(=O)C1CCN(c2ccc(N)c(-n3cccn3)c2)CC1	<RX_7>	train
O=C(CN1CCC(N2C(=O)NCc3ccccc32)CC1)c1ccc2c(c1)OCO2	O=C1NCc2ccccc2N1C1CCN(CC(O)c2ccc3c(c2)OCO3)CC1	<RX_7>	valid
CC(C)c1noc(N2CCC(CO)CC2)n1.Oc1ccc(Br)cc1	CC(C)c1noc(N2CCC(COc3ccc(Br)cc3)CC2)n1	<RX_1>	train
COc1ccc2c(c1[N+](=O)[O-])CN(Cc1ccccc1)CC(=O)N2	COc1ccc2c(c1N)CN(Cc1ccccc1)CC(=O)N2	<RX_7>	test
COc1ccc(Cl)cc1C(C)=O	COc1ccc(Cl)cc1C(C)O	<RX_7>	test
CC(C)Oc1ccc(-c2noc(-c3ccc(F)cc3)n2)cc1Cl.N[C@H]1CC[C@@H](C(=O)O)C1	CC(C)Oc1ccc(-c2noc(-c3ccc(N[C@H]4CC[C@@H](C(=O)O)C4)cc3)n2)cc1Cl	<RX_1>	test
CC(Cl)(Cl)C(=O)n1nnc2ccccc21.COc1ccc(CC(N)=O)cc1OC	COc1ccc(CC(=O)NC(n2nnc3ccccc32)C(C)(Cl)Cl)cc1OC	<RX_1>	train
COc1cccc(N)c1.Clc1nc(Cl)c2[nH]cnc2n1	COc1cccc(Nc2nc(Cl)nc3nc[nH]c23)c1	<RX_1>	train
